ID,text,label,source_sheet
208609,By freedom you mean dropping bombs and gas tanks unknowingly on innocent people? The media is sending incorrect messages to the people outside Syria! Freedom doesn't mean killing other people who have different ideas and beliefs. You can't just go on with murdering innocent people and not expect some kind of punishment. I'm born and raised in Aleppo and I know exactly what's going on in Syria. This video is pathetic and fake. Don't be fooled by a video that was posted on Facebook,hate,Accusations
208634,So so sad. Obama sponsored terrorists have lost but at what price. UN is defunct and the Syrian gov has different plans allied with Russia. It a Zero Sum game for the people of Allepo. I think we all need to really think about how this systemic reaction will enact a tidal wave of anger and hate to the international community. It's time for a revolution of conscientious. It's time for us to wake up!,hate,Accusations
259287,Google steals info of their users,hate,Accusations
272138,"I hope everyone is smart enough to see this lying race baiting in this video. This woman is CLEARLY talking to someone in the audience....NOT Spencer as the narrative says. He's standing behind her and she is facing and motioning towards someone in the audience. 

I see a lot of comments that reflect people are just falling for this mind manipulation. 

Smdh",hate,Accusations
272157,"Hell demons , Devils that's what they our. Trump don't give two nickels about them either, if it's not a business deal to put money in his pocket he won't care for them neither Ijs!!😡👿",hate,Accusations
277905,Disgusting. I already knew he was a rapist. So sad victims of sexual violence have to constantly see images of him on their facebooks and other media. This election is so disturbing.,hate,Accusations
277914,"Why has the main stream media been silent about TRUMP????? How DARE you ask this! Ask about how many women Hillary smeared and attacked to cover up Bills DOZENS of rapes. Lets pretend neither of them are rapists, but they both had some cases of sexual misconduct. Which is worse, the guy who engages in some bad decision making or the woman who assembles a TEAM lawyers and private detectives to dig up dirt, embarrass, smear and threaten the women who accused her husband of those things? I know my answer.",hate,Accusations
277938,I guess the media is silent about it for the same reason Hillary made the lives of all of Bill's rape victims really miserable. There are rape allegations and shady dealings on both sides and it's really unfortunate seeing how one will end up with extreme amounts of power.,hate,Accusations
277944,"So this ""man"" who is a rapist and peodophile... there are actually people who want him to president!!!!???

Get someone in the office (not Trump) who will bring back the death penalty in his state, then kill him! He doesn't deserve to breathe after the horrible crimes he has commited.. tax dodging is one thing... but this!!",hate,Accusations
277949,TBH Hillary also allowed bill Clinton to Rape 7 women and the. She destroyed them. And back when she was in law she defended man who raped a 12 year old and she knows he raped she allowed this rape to happen and only had the rapist go to months,hate,Accusations
277963,It can't be talked about without acknowledging that Bill Clinton was a fellow rapist on the Lolita Express. Little girls have claimed that they saw BC on Epstein's island.,hate,Accusations
277972,"Because Trump and Bill Clinton were both implicated in the Jeffrey Epstein pedophile scandal...they both raped children. They don't mention Trump because they don't want to mention that along with all his rapes of adult women, Bill Clinton also rapes children.",hate,Accusations
277983,"Thanks Lauren Bradley Flanagan.  I reiterate my position: you can't and shouldn't believe everything the media puts out.  Especially 1 month to election. Hillary is a liar, thief, purgorer, embessilor, and murderer.  She is just putting a show on you for, and you are all falling for it.",hate,Accusations
277999,"Maybe Hillary could defend him, she usually gets rapists off the hook and laughs about the victims!
Unless of course Bill is the rapist, then she takes the victims to the cleaners!!",hate,Accusations
346552,"It's not so strange that aljazeera al nusra's mouthpiece hate trump
Coming from a country Qatar that has created isis and supports Islamic terrorism.",hate,Accusations
3964,We have a prime minister John key from New Zealand over in America now helping Obama push the TPPA  TPP down the Americans throat..we in New Zealand don't want this garbage it's not about free trade..it's about taking away our sovereignty our rites our Democracy..key is not a man to be trusted..he's a liar..if the TPPA..was so good why don't they have a national debate about it so we can all have say..well that's not going to happen..because then all the people in this world would see what the TPPA is really about an it's not good....down with corrupt positions..these people are all about themselves..money greed power..an the you don't matter..an ll the best America...this world depends on yous to make the right choice..Kia ora New Zealand.,hate,Accusations
10316,So America has the choice of keeping the money and fixing whatever is wrong with the country(Something is wrong.)or give it to Israel where they only use the money for war and the murdering of innocent children and civilians....,hate,Accusations
10356,I m sorry to say that Americans are paying there taxes to feed Israel and they are killing the Innocent's in Palestine.. This is we called America greater America... Dumb America you people don't even have a right to ask why are you paying $ 38b USD to them..the reason behind all this bullshit is that Americans are also supporting Israel to kill innocent Palestinians....,hate,Accusations
10390,"38 billion $ will be spend on killing innocent muslim of palestine...and many other....
Its so shameful....
They spend money in Afghanistan to develop it and send money to Pakistan to finish terrorisim
And here he is killing palestine people by Israel....
So unbelievable.....",hate,Accusations
10394,"You can't care for the veteran you have sent to a needless war or supply clean drinking water to Flint,MI. But you can supply money to Israel to continue it genocide?",hate,Accusations
10400,"The Irony where Israel doesn't give two shits about us or UN resolution and keeps building illegal settlements and then we reward them with $40 billion dollars. Rewarding bad behaviour makes us their accomplice. Keep sleeping America. This is American money stolen from American tax payers that shoud be spent on our veterans, senior citizens and youth. Specially the youth since most of them are screaming world star at every video they shoot.",hate,Accusations
10437,"America is indirectly killer of Palestinians, innocent kids and destroying buildings which is illegal. cause they are the main founder of Israel by supporting and spending billion of US Dollars every year. Why they are not paying this money for their own nations? Showing humanity to others and killing innocence in Palestine? When they will open their eyes? sigh.......:(",hate,Accusations
16352,"The civil unrest is coming soon, Gov is shooting whatever they wana shoot , the do false flags in order to manipulate Americans and take their guns, they want full control in case of economic collapse check FEMA camps and Walmart relations with the government",hate,Accusations
21843,"AJ+ can you please include her name and Twitter handle? When you leave them out, it just looks like you're stealing her content for clicks and credit.",hate,Accusations
42211,"She will vote for Hillary, because she is comfortable living in a plantation nation. Hillary has been stealing so long and so well, these people have no clue. Please move to Canada, please.",hate,Accusations
42762,Uber is just another greedy corporation. All they care about is their profits. Screw the passengers and their safety.,hate,Accusations
43084,"Think of the millions in stolen money that the government uses to put on these false flag terror operations. Mourn for the United States of America - it is run by lying, greedy, controlling evil people.",hate,Accusations
43453,2:38 yep those Israeli are good at stealing ppl lands  and dividing nations.,hate,Accusations
46069,"In name of God allways...  Siria was much better before the war, same like Libia and irak.The United States, Europe, Israel, Iran, the Arab Emirates, Saudi Arabia, Turkey, Russia, Jordan ... all countries have dedicated themselves to encouraging to send arms there that in most cases have gone to religious fanatics. Syria is not a civil war. The whole country is a victim of the greed of the United States and its allied countries",hate,Accusations
65383,Do you think Trump can relate to this? No not in a million years. The only thing he can relate to is his own ego and the money he is going to steal from the Taxpayers.,hate,Accusations
65830,For all u dickhead stop talking about the gun I didn't see a gun and she had a lawsuit against the police they were probably there to kill her so she doesn't win the lawsuit stop believing w.e tv tells u,hate,Accusations
65839,The Police are Lying! If she had a shot gun there is no way sh could discharge 5 rounds so fast! She did not have a fire arm! It was reckless of the police who could have disabled her if that were the case by Tazing her. They meant to kill her and her son! KKK!,hate,Accusations
76193,Mark Zuckerberg convinced Hawaiians to sell their land when some of  the refused to do so. He steals it by fencing the the land he bought knowing that with in that land there's someone land and the Hawaiians can't go there because it's considered trespassing how  the hell are they supposed to go to their land?  On top that he  convinced  Hawaiians to sell their land  so cheap I mean $ 400 seriously ?,hate,Accusations
76212,Mark Zuckerberg was wrong he should consulted with the people first. I am sure his lawyer informed him of the conditions of the land and how it is handed down from generation to generation. But because he has a lot of money does not give him the right to STEAL......or does it...in any case he is still wrong!!,hate,Accusations
76366,"Wow mark zuckerburg, way to be a douche!! Why don't you take a stand and fight for these people instead of stealing their land for your own selfish use!",hate,Accusations
78766,"The US been stealing gold for ages all over the world
What the hell the are complaining about
N who the hell left all that gold unattended",hate,Accusations
79521,"What Canadian mining companies are doing to Mexicans (stealing their land, forcing them out, polluting our soil, polluting our groundwater tables) is also TERRORISM, and nobody talks about it! 

Stop hypocrisy!",hate,Accusations
109019,"USA's Greed made millions of people homeless, jobless, starved and sometime, dead in Iraq.

The schemers of 'False Flag of WMD' are still at large...",hate,Accusations
121839,I  always  told  my  children  not  to  use  the  word  hate  but  God  forgive  me  I hate  this  man  Trump  so much  for  his  lying  and  selfish  Ass  hole  that  he  is  please  get  him  out  impeach  him  now,hate,Accusations
124975,"Well, since my first comment was apparently censured by AJ, here's the second try.
The US teaching morality at the face of senseless slaughter is like a bad joke out of a sitcom. People are dying of hunger right now in Yemen thanks to the US and its allies. Shame?
Trying being ashamed for what you did in Iraq and Lybia for starters, death is commonplace now thanks to your destructive greed... now that your destructive greed has been stopped by Russia you start to whine about it?
Go ahead and censor this again AJ, I have copied this now.",hate,Accusations
167141,"White terrorism, oh no he's a drug addict  or he must be drunk or depressed. Job well done by media on brainwashing the whites and making them  psychic walking zombies. 
Whites have done enough mischief to humanity. India pakistan africa hiroshima & nagasaki,Blacks, Latinos Vietnamese, Iraq, Afghanistan,syria, libya, Sudan, palestine , chechniya bosnia, serbia , Muslims, atleast 20 million people are being killed after ww2 by USA alone. Freaking 14 trillion $ spent only on war in foreign soil in the last 3 decades by USA . those innocent lives are all someones father's mothers sons daughters brothers sisters grand parents uncles and aunts. 
Why does whites always wanna go fishing in poor man's water and steal their fish ?",hate,Accusations
171439,"usa creted al queda and ISIS with teh intention of destablilizing the Middle east, its a zionsit jewish neo nazi neo con plan of PNAC to steal land, why do you think the modern hitler netanyahu lied about IRAq IORan and Paslitine Wmds and lied about others using human sheilds when their own courts said they did.",hate,Accusations
202744,"Too bad the MAJORITY of the people in the United States are so damn RACIST (pay attention to those WHO DEFLECT rather than address the ISSUE at hand) and ARROGANT to UNITE AGAINST systematic RACISM and POLICE BRUTALITY. Oh yeah, Trump is President... Need I say MORE?!",hate,Accusations
202791,"what i never understood was why damage our own things, like when Americans threw rocks through Starbucks windows and roll cars over. We are only hurting ourselves, goverment is just sitting back laughing at us",hate,Accusations
208606,"The only reason any of this started is because Assad said no to the US wanting to place a pipeline through Syria, so the US use ISIS to disrupt the country, and make Russia and Assad look like the bad ones using their properganda machine. What a heap of crap this is.",hate,Accusations
208620,"It really is confusing, the situation in Syria as a whole.
If rebels are not ISIS, who and how do they get their funding and ammunition from? 
And if this is a propaganda, where is the other story? I only see coverage of people killed and shunned.
It also intrigues me that those (vlogs) all came out all at once as if it was organized in a call to send a message, BE it a message of sympathy or a message of propaganda.

It really is hard to tell what is actually happening, but one thing is for sure, the Syrian citizens are murdered by all parties and this war should stop!",hate,Accusations
208638,"I feel sorry for you all, you live and  beleived this big lie, these people are terrorists, killers and extremists, if you feel sorry for them send them visas to your country. The Syrian army are fighting them and getting Aleppo back because they are calling for Islamic state but the government rejected that for Syria is a secular country, I am Syrian and my family still in Syria. Those extremists killed hundreds of Christians, Druze and other sects in an awful ways like burning alive kids, women and men, now they are crying because their turn came to pay for the damage they did. Search for the truth before you talk.",hate,Accusations
219611,"...Let me see....The corrupt US Gov't, lies, cheats, kills, and steals the land from the Natives.....Then someone comes along and challenges that same Govt over land grabbing.....and the Piaute side with the Gov't....Now I have see everything....
Maybe the Piaute are too weak to stand like the Bundy's??",hate,Accusations
258822,YES!! Palestinians ARE stealing land!,hate,Accusations
261325,wtf stupid californians fucked up their own environment and now they tryna steal water from mexico,hate,Accusations
265050,"US attacks the region, steals oil, leaves the region unstable, war begins, Europe has to do the right thing and rake them, Arabs and Americans watch. This shows that Europeans are still above anyone else in Humanity.",hate,Accusations
272089,Can't believe people still watch this garbage! And even give it the time of day. These people are planted by the Democrats to make people believe that the Republican nominee and now president is so bad. Everybody needs to stop believing what they see and I'm sure the Republicans were planting stuff against Democrats that was lines also and it's all exactly that. Bs,hate,Accusations
272135,There in a nutshell is everything that is wrong with people. Invite a racist scum bag onto a uni campus inciting racism is moronic and wrong..and the. We wonder why you have disturbed nut jobs going into university's committing mass murder,hate,Accusations
272150,I love how all the belittling is cool up until it happens to white people. I'm not going to lie most white people aren't bad but too many are closet racists & think it's funny but in reality YOU are what's wrong with this country & the world,hate,Accusations
277979,"You acting like no body talks like that with their friends. We listen to rap music daily talking about big booty and fucking hoes. They call their women bitches and suddenly because this dude on a private conversation talking about what he does with women, you get outraged like a 40 years old Amish virgins?? Come on now. What he said is wrong but not enough to drop the race. JFK had an affair, Roosevelt was a liar and Bill Clinton lied to our face and under oath. So enough with this.",hate,Accusations
278014,"nawww nawww see trump supporters think raping a little girl is a great business plan that makes so much sense because trump is just being smart, which just shows how smartly trump is going to run the country and the WOOORRRLLLDDDDDDDD.
oh and ""killary"" is still worse than trump because she's a murderer and every trump supporter has been there, in person, when killary killed people.",hate,Accusations
296868,yes they are stealing all of our American job send they ass straight back home we don't need them here,hate,Accusations
303847,"In pretty sure it's Donald trump who's training people to be Isis instead of stopping them I'm a Muslim and there a lot of Muslims who think they are Muslims but are just horrible people who God will put them in hell if you kill someone in Islam you go to hell and the victim goes to heaven bc they don't deserve it. Isis are just idiots who get the point of Islam wrongly and start stereotypes New Zealand, Australia, Iraq, and Syria are teaming up to fight Isis atm. I hope it works we need to get rid of those fake Muslim terrorists and restore islams peace.",hate,Accusations
10317,"It's money laundering, plane and simple. US taxpayers money goes through Israel and then goes directly into the bank accounts of the military arms manufacturers. US taxpayers are paying for Israel to kill lots and lots of people, instead of educating our own children, providing health care, or essentially doing anything positive for the American people. And we're ""making the world safe for democracy."" As if we live in one.",hate,Accusations
10354,"End aid to ISRAEL NOW! No more!! This is bullshit. Conservatives think we do not need to spend money on food stamps for our own citizens, but are more than willing to provide billions for arms to another country to committ murder?! This is insanity! No more aid for genocide!",hate,Accusations
10439,What can we say. 38 billion US PAID to kill more people. While the entire world fixing their sights on Isis and radicals. The government is funding Israel to kill more people. I smell an operation gonna happen in the region.  GOD be with the people there. I hope I'm wrong. But if I'm right. The red color will appear soon.,hate,Accusations
193565,"AJ+ is AL JAZEERA. Al Jazeera is owned by the monarchy of Qatar. The Middle East country of Qatar is an Islamic nation that supports Sharia law and allows ownership of slaves. Qatar, admittedly, supports ISIS.",hate,Accusations
207201,"I HATE THIS WOMAN...She is a worthless POS who destroyed this country with her forced placed flood insurance, the Biggert Waters reformed act. Her husband owns a bank that got bailout money all the while she was in office and her son defended and walked his bank through the process while working for mommy dearest..and they felt there wasn't a conflict of interest..",hate,Accusations
208621,"People will also remember all this filthy propaganda from the western and american boot licking Arab media! All you pathetic so called journalists and your greedy oil rich mudering, zionist collaborator masters have sold your souls to devils just to remain in power. No matter the amount of your fellow Arabs you kill in the process!! 
You all are equally responsible for what happened in Libya and Iraq. And what's now happening in Syria and Yemen. All you want is to create another Libya in Syria. 
YOU better STFU and stop pretending to care.",hate,Accusations
212746,"i hate President Bashar.he killed many kids n more people in syria.i dont understand why OBAMA n other country still have good relation with him.HE CLAIM HIMSELF AS GOD AND KILLED who dont want obey him n want him be head in those country.i ask innosence syrian who run away to my country by myself n hate many fakes news in TV,.he even scared back his own home n tell me much abt Bashar.OBAMA,BASHAR IS REAL TERRORIST.ISIS ALSO FAKE MUSLIM.nw many group using islam name n claim they wanna jihad but they attact innosense syrian  n KHILAFAH who pretend own land.wat the FUCK!!",hate,Accusations
222588,I hate this fkg lying bitch.,hate,Accusations
272142,Here's something else - AJ+ is owned by the Qatari network Al Jazeera and their biased agenda bleeds through every post they make. The alt right is stupid and so is this white nationalist retard. Duh. Everyone who has the least bit of intelligence knows this. Why are you so bent on focusing on racism AJ+ ? You are so one sided it's disgusting.,hate,Accusations
278005,"It is amazing how the dumbass is getting away with murder, clearly having been involved with multiple women harassments as he himself brags about , including the hinting about his own daughter, and being accused of underage sex with a kid, yet William clinton has been impeached out for one act that triggered the media to flare like never before
It is all about the media, is not it?????!!!!!",hate,Accusations
278029,"What a bunch of BS. Killery Clintom and her goons murder people, and fund terrorists. Stop watching mainstream media unplug yourselves from these lies and deception. Usawatchdog, Sgt report, X22report, wake up! They are playing you.",hate,Accusations
42180,no they just murder and steal,hate,Accusations
43436,"The European American love borders, being watched, being slaves to their masters, paying taxes, being ruled and control by their masters coz they don't know what a true free human being is!! That's their culture for thousands of years living as slaves to their kings!! They love greed, power, control and destruction of Mother Earth!!",hate,Accusations
104999,"1st you stop calling this colonization. Europe couldn't survive without the billions/trillions stolen in taxes from Africa annually. Europe, Israel, Saudi Arabia, United States evil cells are ""Foreign Terrorists"" murdering through genocide wars for land, oil, gold and other resources, raping to whitewash generations of families, stealing and destroying the country written and historical artifacts, set up racist caste system for internal fighting, setup BS government and puppets leaders to ensure the citizens are controlled and will pay Terrorist taxes forever.",hate,Accusations
180155,"when it comes to foreigners, specially those who are there by the name of peacekeepers have no solution to my country somalia. they are there only  to steal our resources. they dont care who is alshabaab or civilians they treat them same way.",hate,Accusations
277957,I hate trump as much as the next guy. but you didn't say anything that would help us to know what is the girl to trump that he raped her 4 times. and she didn't say anything. and I understand we all have reasons. but more info about what is she to trump. would help to determine if what she's saying is true or not.,hate,Accusations
272064,When will they learn - America belonged originally to the native indian americans!! Europeans stole it!! plus the rest who followed suit claiming land that wasn't theirs to claim.,hate,Accusations
277959,The only difference between the run-of-the-mill rapist and the Donald is that the Donald has a great deal of money. When the truth comes out (if ever) the public will be shocked just how may men in power are rapists and lovers of violating extremely young females!,hate,Accusations
328893,Why doesn't AJ+ bring media attention are you for real AJ+ you are the biggest hypocrites you are an Arab Muslim funded New media Propaganda machine and you do nothing for these people except try to divide countries. I hate you AJ+. You are the problem! I hope we BAN AJ+ Please share if you agree!,hate,Accusations
203887,"Man enough about that guy, you are the reason he won, he says something once gets played by you people 20000000000 time even people who likes what he said and didn't hear it, will hear it from you guys, so basically you are just indirectly helping him a bunch. Plus I hate the guy but everyone know CNN makes crap up.",hate,Accusations
22990,These are not cops ! These are Terrorists!,hate,Accusations
141315,"This is completely erroneous. Against our constitutional rights, obamacare was stuffed down our throats so people now can't afford healthcare STILL but we are also fined for it now too. He has not tightened any crime laws, he's a huge liberal supporter of minimum sentencing. Rapists are roaming around after repeat offenses and minimal time. Im so sick of this news station making up facts.",hate,Accusations
225632,Well although I can't stand Obama. And being of Native American decent. This was a good thing. But I think he just did this to win votes for Clinton! And they both wouldn't know the truth if it was staring them in the face. So please beware of Democrats they have been the demise of all Natives and people of color in our country. Treaty breakers and murderers.,hate,Accusations
111600,Israel stole the land and its resources. Mainly water from the Jordan river leaving Palestinians and Jordanians alike thirsty. This is occupation and apartheid.,hate,Accusations
222626,I think she was right! Im black and Im sick of other blacks looking to whites for their freedom. If we want our freedom we have to take it! Whites stole their power. You think they are just going to give it away? You cant make an already racist person un-racist. Accept that they exist and built up from there. Im sick of blacks asking for handouts! Take whats yours! That is what she is saying! Hilary won me on this one.,hate,Accusations
192939,"Not much different now with Israel soldiers randomly attacking Palestine kids with no reason. Cops, soldiers are formed to protect the country & civilians esp. children, women & old citizens, not only the elites and rich people you scums! pfft :p",hate,Accusations
220922,"One of the richest nations on earth and sponsor of terrorism, Saudi Arabia, should be taking these ""migrants""!!!",hate,Accusations
220885,show some humanity man. after all the west's prosperity has rested on pillaging the rest of the world!!,hate,Accusations
46206,AJ supports CRIMINALS,hate,Accusations
296854,The real Americans are the native Americans!! go to school! all those whites came from Europe and stole our jobs!!,hate,Accusations
43066,"Y'know, I don't think it's unreasonable to say that in the future (near or far), if things don't radically change, we'll just see a return of feudalism. Wal-Mart's management? They'll become the new fuckin' Hapsburgs, and just carve up the world into fiefdoms and duchies and let their richest stockholders rule over millions of impoverished wage slaves. Maybe Reese Witherspoon will become the Duchess of California. 
And the Wal-Mart dynasty will wage endless wars of conquest against, I dunno, Goldman Sachs or Disney, for domination of the world. Or maybe they'll all intermarry and form one big super-dynasty. Imagine Earth completely ruled by neo-feudal oligarchs, like some kind of corporate Holy Roman Empire...

I used to think that scenario was just bad science fiction. But every day, it looks more and more plausible...",hate,Accusations
148634,"We lived in an area in Central Coast CA and found out after 5 years that our well water had extremely high levels of arsenic.  We've both had health issues since, we did move. I can't imagine what these families are going through. Our beautiful planet has been destroyed by corporate greed.",hate,Accusations
195255,"France is the blame for Haiti's diaspora, along with corrupt American politics, laws and greedy corporations in bed with the greedy politicians.",hate,Accusations
197398,"Oil and a WHITE MEN DO MIX WELL. However the natural way of life does not! Corporate greed will use every form of manipulation to trick ignorant, uneducated people to believe their scare tactics. BS. Oh, I grew up on a reservation in Arizona the Chiricahua Apache Nation to be exact so I know what I am talking about. As soon as I can my brothers and sisters when my doctors give me my okay I will be there in person. Our children need our participation because unlike those who choose to ignore the potential catastrophic irreversible damage I will fight. As my ancestor Geronimo did for our people.",hate,Accusations
249506,"The end is very near to all humans. We have turned our backs to our fellow humans because of what?? Greed, Money, religion, race, faith. This is a critical time in human history we do not turn our backs on people who are getting bombed, Murdered, Raped, and starved for the sake of corporate interest. This is a time where we don't see a persons faith nor there race nor there background this is a time we see them as human beings. This is a time we stand up and fight the corrupt politicians this is a time we stand up and fight corporate greed, This is a time we have to stand up and at least try and save our fellow brothers and sisters in Syria. This is not there war this is not our war this is a proxy war between corporate giants for huge marginal profit and to see who has the biggest balls. At this point race and faith is irrelevant!! At this point they are human and we should save our fellow humans from other humans sad to say. #prayforsyria",hate,Accusations
272911,Why is there a military force fighting unarmed protesters with armored vehicles? It's called corporate greed in a police state. Wake up people.,hate,Accusations
316443,"""We're so stupid that we let ourselves be dominated.""
You mean like tripping a 15-year-old who probably stole peanuts, while letting politicians and corporations steal from us and destroy the planet?",hate,Accusations
322906,Anyone else seeing similarities with the situation in North Dakota and Palestine????.... And you wonder why Israel has the states on it's side.... Same greedy corporations running both countries!!!,hate,Accusations
4762,"""Tyranny and oppression"" I love that. The rich will always manipulate our choices made as a whole and nobody sees that",hate,Accusations
33297,"Considering that the richest and most powerful in the world control the drug trade, it is no surprise that our country's war on drugs will face criticism.",hate,Accusations
111720,"He didn't earn this money through hardwork, it is all black money and extreme corruption so he will never spend this money wisely.",hate,Accusations
111764,the world over - the ordinary people get screwed by the rich - and - nothing happens cause the rich own the gov and the police,hate,Accusations
249507,"Thank you to Washington, London, Paris, Berlin + the Saudi's. Kathari's and Israeli Government + Mr Erdogan for supporting Rebells/Terrorists to fall into Syria and destroy this country. These innocent people have become the victims of a dirty game we call ""protection of our interests abroad"". All those people complaining should get their back off the sofa to the streets asking their government to stop supporting Western intervention in MiddleEast. This also applies to the Irani & Russian people. If you don't do that... you are equally responsible for these deaths!",hate,Accusations
2445,"Seriously?! You're going to paint my country as some pile of shit land of racism whilst having a completely biased opinion and only interviewing the refugees. If you want to report on something then you need a balanced argument with input from both sides. We're not racists here, so don't make it out as though we are.",hate,Accusations
