id,text,label
145,please do  sir . the anti-white sa govt has many a racial policy against white folks here . anti-white sentiment is encouraged,not_hate
146,just calling you white thought you were proud,not_hate
147,the day bannon is not in the white house will be a sad day for america .,not_hate
148,that is literally what antifa are .,not_hate
149,white people need you there . we don't much need you here in the usa .,not_hate
150,i oppose it for heathy white babies . in that instance  a white ethno-state would have a clear interest in seeing a birth .,hate
151,* calls someone of white heritage racist against white people *,not_hate
152,JUSTICE! Antifa faggots are going to have their fingernails ripped out and their asses treated like Russia's borders in the 1700's: constant expansion. http://yournewswire.com/putin-antifa-russia/,hate
153,": the  "" anti-racist "" "" saint died  mandela's life work : mass murders  white genocid """,not_hate
154,congress without power is fish out of water.their aim will be to thwart all development activities and paint bjp as no alternative to cong,not_hate
155,gosh darn  to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !,hate
156,if the definition of white mean full-caucasian face ~ almost all middle-east people are white,not_hate
157,i hope you are not gay or female if you support their cause,not_hate
158,illegals border crossing numbers are back up to obama era number's what say you mr golfer president where is all the winning you blather on about your actions make you another dc swamp dwellers can't hide the facts anymore!,hate
159,? ? thousands of british girls victims of planned religious sexual assault by,not_hate
160,actually it's the other way around . the french resistance would already have sent #trucons to the guillotine .,not_hate
161,obama met with ceos 5x . staff met w / business 10x . they've met with ice agents 0x . #immigration,not_hate
162,1 every few years  when jews become a target . within the past 5 years  we've seen a ton  because of rise of antisemitism .,not_hate
163,what we stand for : political platform . #freedom #detroit #california #news #america,not_hate
164,i don't believe there is evidence of him being a white nationalist . he is white  therefore,not_hate
165,"question : how's that  "" iran number one sponsor of terrorism "" "" thing working for you  cucks ? via """,hate
166,jew killed by a non jew in isreal there is outrage . white children killed by non whites in a white country ; silence .,hate
167,white flight is not a win but it is smart .,not_hate
168,white americans,not_hate
169,white genocide doesn't exist,not_hate
170,that was my thought exactly ! president executes the laws that congress makes not judicial legislating . gov 101,not_hate
171,modern hate : my story on white nationalist leader of w /,not_hate
172,rockefeller was white anglo saxon protestant . derek vinyard was sad one of america's best nazis,not_hate
173,jammu & kashmir chief minister mufti mohammed sayeed dies at a delhi hospital .,not_hate
174,white lion rising,hate
175,"that's another reason we need to block this ruthless, scavengers animals,sorry for my language,there isn't words",hate
176,: 84 % of all wanted criminals in copenhagen are non-white,hate
177,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,hate
178,i'm glad your white bubble makes you happy . live in it all you want . your loss .,hate
179,abortion is murder,not_hate
180,christian are worshipping a god that commanded people to kill gay and apostate ! !,hate
181,jim crow laws discriminated against black people and having that as your twit,not_hate
182,swedish patriots seek to spread racial ideology in norway via,hate
183,mexico's president is the racist sending the mountain people to us ever seen a tall white skinned mexican jumping the fence,hate
184,to be clear  the reason that this is primarily a white movement is because they are now i,not_hate
185,i challenge you to a iq test ... we can take the test on live stream video and have someone go over the rest results so the entire world can see ... do you take me on that challenge ? call me at 404-923-0255 - winner has to pay the loser $ 500,hate
186,law and order is state matter  it's cm who are suppose to react on failure of law & order situation in their state not pm,not_hate
187,the latest what matters gazette ! thanks to #bluebloods #prolife,not_hate
188,can you name any such antifa groups ? because all i've heard in the media are about violent alt right nazis .,not_hate
189,gujarat has donated more than 8 lacs unit of blood last year & more importantly 1.3 % of total population of state came forward 2 donate blood,not_hate
190,we have a system where white people control the outcomes  and the outcome that most white americans want is segregation  she says .,not_hate
191,identity evropa founder delivering a speech at detroit conference last weekend . video coming soon !,not_hate
192,funny how being pro-white is now considered hate .,hate
193,"rt we're thankful for this language in the #taxbill  but it may be  "" entirely too narrow in the context of churches . "" "" """,not_hate
194,: hollywood jew harvey weinstein busted for decades-long sexual abuse of white women via,hate
195,nothing is more triggering than hearing milo say ' alt-right ',not_hate
196,america is such a white supremacist country that our government is importing brown ppl by the millions makes sense,not_hate
197,whites are safe from black violence when segregation is the rule of law . si,hate
198,white heritage and history go beyond the founding of america . usa was founded on the westernized european framework . identity evropa isn't a,hate
199,"why have standards, right. these cities wil file for bankruptcy soon.",hate
200,true insanity : man saves rabbit from #californiawildfires and people complain it shows what is ' wrong with whiteness ',not_hate
201,florida governor signs bill that terminates most funding for planned parenthood,not_hate
202,here's a fact  if america was 100 % white it would be vibrant  prosperous &,hate
203,you come off as being happy that white people are getting scammed .,not_hate
204,#immigration courts ' operating in crisis mode  ' judges say via #noamnesty,hate
205,emergency at 10 jp .. sonia gandhi rushes to meet president of india . cong house on fire #verdict2014,not_hate
206,white people need to travel in groups of 3 to 5.america is a combat zone.no respect for womenchildren elderly .,hate
207,"Believe me, my son is NOT gay. He has never once touched a Barbie, he's built like a linebacker, and he's a real man's man.",hate
208,dozens of verses that abrogated & superseded by tolerant ones then violent ones !,not_hate
209,barns are the last stand of implicit white identity .,not_hate
210,the push and poll of life ... : our lord heard ourto changeofcitizens to know abortion is evil this season,not_hate
211,lol this isnt even your country . search your heritage  go back there .,hate
212,and he is definitely a racist  and probably white supremacist . at the very least he is supporting white supremacists .,not_hate
213,syrian war would redefine future of global #economy spanish media #russiavsisil #syria,not_hate
214,i blame priebus and he who went to jared,not_hate
215,saying it again the gov at every level has failed us ppl patriots u know what to do prepare & be ready,not_hate
216,linda sarsour raises $ 80000 for questionable anti-muslim hate crime by white man,not_hate
217,you mean all the people who willingly and voluntarily chose to suck down a shotgun ? use the right number  already jewing and barely even started your argument .,not_hate
218,just when you think white people can't get anymore heartless ...,hate
219,84 % of all wanted criminals in copenhagen are non-white | read more : via,hate
220,someone from hate group testified in favor of #ab190 . fair founder john tanton is a eugenecist obsessed w a white majority .,not_hate
221,the jews again . jew hate is prevalent in muslim communities .,hate
222,: #war on drugs ? see what the american #nazi party has to say about it : #politics #news #hitler,not_hate
223,america's pro-white movement needs to understand that the elitists  ceos  politicians  only see one color : green for #greed #corrupt #evil,hate
224,unless when white people do it it's fine,not_hate
225,why are you judging this man by the color of his skin ? racist ! !,not_hate
226,i hate isis,not_hate
227,banning spencer ( ) & was banning truth telling about islam .,not_hate
228,good  they are pretty cringe anyways . sargon will fall from grace pretty soon i predict . people on the,not_hate
229,are you sure that the oppressed ones are the white people ? man ..,not_hate
230,race hustlers like calling miller a white supremacist with years of white supremacy going ba,not_hate
231,and white cops kill our black men every day .,not_hate
232,"rt having a camera doesn't make you a journalist . most antifa have camera for inlet gathering . she also said on fb she was there for  "" scalps "" "" """,not_hate
233,antifa : bottom-feeders . losers / low lifes . frauds and imposters . offspring of obama / hrc / msm / dems / rinos / never trumpers . worthless human beings,not_hate
234,93.5 % of people aren't white .,not_hate
235,bho's legal lectures at columbia were primarily based on critical race theory  a racist  brain tumor of a doctrine that instantly turns black people white for political expediency . a black policeman becomes white for doing his job .,not_hate
236,"A black guy and Mexican were in a car, Who is driving? The Cop",hate
237,lucy is pissy because called out last night's optics as a major fail  which it was .,not_hate
238,trump's a doofus . he should've known if he disavowed us the media would continue to pedal that he didn ',not_hate
239,there is no prohibition to kill infidels in the quran  but many commands to kill .,hate
240,#kkk  i do not mind your booklet . how can i support ? ? ?,hate
241,where are ethnic norwegians going to ? they had better get their boats and invade us again ! we need back up .,hate
242,i got your 6 brother . these idiots forget crispus attucks  a black man died next to his white brothers on a wharf to give us freedom,not_hate
243,newsweek used to have its own building in midtown manhattan  wound up being sold for $ 1 #whatjoke #fakenews,not_hate
244,: ex-muslim critic of islam expelled from norway  faces deportion to pakistan and death,not_hate
245,but they call us ( patriots ) the racist ...,hate
246,the american government need to try these law breakers and send them to jail no moe sanctuary cities !!!!!!,hate
247,so you are in favor of trans people in the military and gay marriage ?,not_hate
248,we do not need this stupid wall anymore than we need the idiot squatting in our white house .,not_hate
249,. to protest the #kkk ! #christian #lgbtq,not_hate
250,true patriots should oppose this racist administration  it's racist policies and all of it's racist supporters . you do not represent the us .,not_hate
251,where are all the white hate groups ? exactly and with references and if you don't have that info  shut your stupid mouth ! no right w / o facts,not_hate
252,sanctuary cities and states should be punished by removing all federal funds. illegals should never be allowed to get federal or state aid.,hate
253,and now it is ! jared taylor ( )  brad griffin ( )  and michael hill ( ) will be my guests on this saturday's ( dec . 23 ) live broadcast of tpc to discuss the #twitterpurge .,not_hate
254,what we're doing right now is all we need ... people on similar pages to reach and meet each,not_hate
255,"you forgot the word  "" white . "" "" . you mean "" "" white evangelicals . "" "" """,not_hate
256,breaking - #israel preparing major action . tv reports hamas organizing women & children human shields to prevent israel's response . criminals,hate
257,so their goal is prove to us evil white people that have power ?,not_hate
258,i've seen a lot of stuff that i disagree with including some comments which are crazy . the typical woman isn't an e-celeb that thirsty men gawk at like tomi lahren,not_hate
259,you want to hear a joke ? women 's rights,hate
260,want america to be safe and secure ? the wall will make it worse  not better .,not_hate
261,self-destruction ? quite thr opposite . we're gaining allies and increasing our cultural and political influence . we're the future .,not_hate
262,new paper ! population  abortion  and food . #marchforlife2015,not_hate
263,#varungandhi is fake gandhi but more truthful kaviraj than #kumarvishwas,not_hate
264,pakistan : foe of blasphemy law accused of hate speech for opposing blasphemy law,not_hate
265,the rise of white identity in thechesapeake,not_hate
266,: why white nationalism 1.0 failed via,not_hate
267,open ur eyes white america latinos to become majority racial group in california next year via,hate
268,"pastors take note; white architect designed your church,whites built it,whites paid for it. whit",hate
269,"the cross being a symbol of christendom and equal to  "" white people "" "" in the white mind . """,hate
270,time to purge within our own communities. make all suspected muslims dissapear. do it in a fashion where nobody will notice. make examples!,hate
271,we the people have to overturn their monopoly on the interpretation of the constitution because that trumps everything,not_hate
272,agree been a taylor fan for a long time .,not_hate
273,all jews should be evicted from white countries,hate
274,there is no place for a white man in the democrat party .,hate
275,sweden : policeman caught by violent mob inside muslim area left alone by colleagues for fear of riots,not_hate
276,in which  virendra kapoor says congress ' ' jealousy ' ' of modi is showing . what better proof of that than anand sharma,not_hate
277,a bunch of obama rats that we do not want or need,hate
278,"rt  "" : start measures like cancelling licences of swiss banks in india if they quickly don't return our money . "" "" """,not_hate
279,old white men are being phased out of government  and this election is a last gasp to curtail immigration & keep usa white .,hate
280,think about it . the coservative christian party that's all about #familyvalues has a candidate with no values #nevertrump,not_hate
281,india's economy is growing rapidly . the coming together of our development needs & swiss strengths can be beneficial,not_hate
282,what's a shame is because of people like this i have to explain to my white kids that their not evil because their white . i have teenagers .,not_hate
283,cry me a river lacy . white people talking about white identity  basically talking about genocide ... unless you know what that word means .,not_hate
284,. says we're all old & white .,not_hate
285,where do you see hate in what i say ? i proud of my culture and if people from other place in the world want to share it i'm more than happy,not_hate
286,whataboutisms don't change the fact that is a racist,not_hate
287,switzerlands supreme court : giving a national socialist salute is not a criminal act kyttjlt,not_hate
288,obama wake up ! illegal immigrants are killing this country on your pathetic watch .,hate
289,weknowwhoisbehind plot 2genocide white race,hate
290,white nationalists are mostly libertarian . they're all under stefan molyneux's videos .,not_hate
291,what 's the difference between batman and a black man ? batman can go to the store without robin .,hate
292,fat chicks . <repeat> make uggs look like socks .,hate
293,"rt : via : yemen : al-qaeda kills 78 soldiers in massive  "" surprise "" "" attack #tcot """,not_hate
294,if america is to be the world's policeman  job 1 is to arrest  try  and punish criminal zionists and media owners .,not_hate
295,this is a must-see exchange between jared taylor ( a great advocate for white people ) and a muslim woman who wants to see white dispossession,not_hate
296,jews and their faking of ' hate crimes ' : jews are always whining about the absurd notion of ' hate ' crimes  howe ...,hate
297,cause - effect reversed ? white people made their space the best place to live .,hate
298,modi : be positive . lets work together.kejriwal : everyone is corrupt . ill teach you a lesson.rahul : honeycomb  jupiters escape velocity,not_hate
299,previous article hid his black race - but i knew it was a black male killing a young white woman,hate
300,"i clicked on this thinking  "" optics and tactics  ooh he's going to talk about the new reflex sight he put on his ar ... "" "" silly me ! """,not_hate
301,i thought the deep south was the best place to find a wife ?,not_hate
302,english is an ethnicity . it's a people . my nationality is american  i'm ethnically mostly german and english .,not_hate
303,that's because it's their religious duty to rid the world of women  permanently .,hate
304,you cant just call every group of white people a hate group and expect us to believe it .,not_hate
305,: voted to avoid pointless wars and third world immigration . got pointless wars and more thi,hate
306,taylor represents white power,not_hate
307,your an idiot no one deserves illegals .,hate
308,white house wants delay in dod #immigration plan via,not_hate
309,this is crazy. how do you give a loan to someone who can be deported at will ?,hate
310,i wouldn't support this legislation if you offered me a million dollars ! ! ! i hate that this administration is a bunch of racist pigs ! ! !,not_hate
311,thank you for being fair minded and understanding freedom !,not_hate
312,: egypt : anti-morsi petition gathers over 2 million signatures,not_hate
313,how ignorant do you have to be to think something practiced hundreds of years ago by everyone around the world can be pinned on a single race ? the ottomans enslaved white people  where's my reparations ?,not_hate
314,the rules for white people at michael brown vigil in torontorevealed via,not_hate
315,no going back ... my white race,hate
316,the anti-white liberals want our destruction above all else  but the more curious is that most liberals are white !,not_hate
317,"' holocaust ' debate / comments / news  "" survivor "" "" witnessed british arrival at auschwitz + child rapist polans ... """,not_hate
318,freedom from religion group is such troublemakers  after texas cheerleaders too,not_hate
319,all-white town fights to preserve segregation in the anti-white new south africa ! read more : via,not_hate
320,""" the government should not force religious organizations ... to be complicit in providing abortion pills ... "" "" """,not_hate
321,go to the american renaissance youtube channel and watch jared taylors intellectual debates  speeches  interviews  discussions,not_hate
322,really wow . i don't hate anyone . it's you who hate . you can't bring yourself to say white lives matter,hate
323,donald trump and white nationalists via,not_hate
324,photographer ? she looks like antifa to me looking for trouble . also  you need a dictionary to distinguish between a beating and a punch ?,hate
325,europe is in a state of silent  undeclared war against its own indigenous #whitepeople . wake up white people !,hate
326,you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,hate
327,no that's called white on white crime  nothing more  stop playing the political card,not_hate
328,an infamous accomplice of jihad  dressed in white ...,not_hate
329,84 % of all wanted criminals in copenhagen are non-white via,hate
330,u live in a damn city where the damn roads caving blk communities look like world war 2 riverdale is full of blk robbers n u wanna talk,hate
331,check out my white race is superior to anything book . moral supremacy : the revolution for god . sept . 1 is when it hits .,hate
332,' holocaust ' debate / comments / news exterminations - previous and current numbers ? : anybody aware of a tabl ...,not_hate
333,zionists want multi cultural europe and jewish only israel : via,hate
334,it's represents our heritage  the past  a once great nation .,not_hate
335,where the white women at ? via,hate
336,cruz showed some of his true colors ! can't turn back !,not_hate
337,7 rcr being decked for as manmohan singh moves baggage to motilal nehru marg  soon to be named rss marg or ss marg ! !,not_hate
338,white supremacy is destroying the earth and polluting our air and water ? ! white supremacy pollutes the air . i can't .,not_hate
339,whores of babylon : lena dunham celebrates white genocide via,hate
340,white alabama is counting on you ! !,hate
341,meaningless surveyloaded emotive clichs,not_hate
342,planned parenthood : number one enemy of access alliance defending freedom blog,not_hate
343,absolutely true . they publish endless kat timpf columns just to gin up faux outrage  not because they seriously oppose pc,not_hate
344,seems racist to me . no wonder i've been hearing the leftist twitter yards saying you can't be racist to whites . they desperately need that to be true .,not_hate
345,"rt bernie bros are entitled white males : joan walsh drops the  "" you're a white male "" "" """,not_hate
346,the political right in the us is wide . theres a big difference between conservatism and identity politics for white boys  white nationalsm,not_hate
347,you should hate your ancestors and your history  regardless the side they were on - they were all evil white males  goy .,not_hate
348,he's still a racist and so are u .,not_hate
349,thanks man i really appreciate hearing that . i'm going to try and start one soon once i have more time . god bless u,not_hate
350,what we need is open borders and to get on with getting the nation out of trumpism . we are all descended from immigrants .,not_hate
351,"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal.",hate
352,all congregations that cave to relativism and marxism die . the youth craves uncompromising truth ; if churches don't provide  they dwindle,not_hate
353,Where could you find a quadriplegic? Where you left him.,hate
354,"big problem for texas we are scared! not only gangs,terrorists but also disease",hate
355,What's the difference between a black person and a couch? The couch can support a family,hate
356,the left is trying to vilify the right  they have nothing so they keep screaming racist / white supremacist at everyone who disagrees ..,not_hate
357,when they feel like it  wouldn't care about jewish power if the pro-white jews outnumbered anti-white jews .,hate
358,o transgender regs threaten freedom of physicianssex means gender identity .,hate
359,every injury  act of property destruction  and shot fired tonight can be laid at the feet of the mainstream media . #ferguson,not_hate
360,: white america is waking up : white people are losers in black run america #tcot #ocra #gop #teaparty,hate
361,radical beatniks rt the real threat : #capitalism #communism #marxism #obama #politics #workingclass,not_hate
362,"here's an archive of you saying  "" white "" "" . you disgusting racist hypocrite . """,not_hate
363,no texas senator better not vote for it .,not_hate
364,? ? ? refugees is not invaders u idiot paranoida ..,not_hate
365,red  white  and true blue :,not_hate
366,he was not any less an animal than any other negro.,hate
367,he told the world : the immortal words of adolf hitler ( video ) via,hate
368,: none . the more die-verse a country becomes  the less it's people care about the nation .,not_hate
369,the rebels in eastern ukraine got the optics right .,not_hate
370,i'd tell you but i don't know what he said because people keep trying to kill him .,not_hate
371,antiabortion views are ubiqutous in antievolutionism  as part of their kulturkampf religious frame,not_hate
372,they kill each other  they kill christians  they just kill kill kill,hate
373,mr . taylor warned us : egalitarian orthodoxy would fight hardest when wounded . don't let up . don't be discouraged .,not_hate
374,actually that bit of hate was brought to you by nwo to cause hatred and division and only one died they expected hillary to win,not_hate
375,"does importing mo'nurses create high paying jobs 4 usa citizens/youth~ schumer, cornyn push """"high skill"""" #immigration bill",hate
376,"splc's mark potok : donald trump is a  "" racist  "" "" has "" "" white nationalist positions "" "" via """,not_hate
377,you racist  you .,not_hate
378,"how's your buddy jason kessler the cnn occupy wall street reporter ? oops i mean  "" alt right thought lead """,not_hate
